date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2005-03-10,a-Nazlah al-Wusta,Tulkarm,west-bank,1,10,0,Residental,Demolition for alleged military purposes
2005-01-18,Nablus,Nablus,west-bank,1,1,0,Residental,Demolition for alleged military purposes
2005-01-18,Nablus,Nablus,west-bank,1,1,0,Residental,Demolition for alleged military purposes
2005-01-18,Nablus,Nablus,west-bank,1,6,0,Residental,Demolition for alleged military purposes
2005-01-18,Nablus,Nablus,west-bank,1,4,0,Residental,Demolition for alleged military purposes
2005-01-16,Khan Yunis,Khan Yunis,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2005-01-16,Khan Yunis,Khan Yunis,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2005-01-16,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2005-01-12,Qarawat Bani Zeid,Ramallah and al-Bira,west-bank,2,7,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,23,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,14,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,0,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-30,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-25,Jenin,Jenin,west-bank,1,7,0,Residental,Demolition for alleged military purposes
2004-12-25,Jenin,Jenin,west-bank,1,6,0,Residental,Demolition for alleged military purposes
2004-12-25,Jenin,Jenin,west-bank,1,6,0,Residental,Demolition for alleged military purposes
2004-12-20,'Araba,Jenin,west-bank,1,5,0,Residental,Demolition of houses as punishment
2004-12-20,'Araba,Jenin,west-bank,1,14,0,Residental,Demolition of houses as punishment
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,14,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-12-18,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-12-14,Hebron,Hebron,west-bank,1,10,0,Residental,Demolition of houses as punishment
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-12-14,Hebron,Hebron,west-bank,1,6,0,Residental,Demolition of houses as punishment
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-12-14,Khan Yunis,Khan Yunis,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-12-14,Hebron,Hebron,west-bank,1,3,0,Residental,Demolition of houses as punishment
2004-12-01,a-Duheisheh R.C.,Bethlehem,west-bank,2,4,0,Residental,Demolition of houses as punishment
2004-12-01,a-Duheisheh R.C.,Bethlehem,west-bank,1,4,0,Residental,Demolition of houses as punishment
2004-12-01,a-Duheisheh R.C.,Bethlehem,west-bank,3,6,0,Residental,Demolition of houses as punishment
2004-11-26,Khan Yunis,Khan Yunis,gaza-strip,1,0,0,Residental,Demolition for alleged military purposes
2004-11-26,Hebron,Hebron,west-bank,1,0,0,Residental,Demolition of houses as punishment
2004-11-25,Hebron,Hebron,west-bank,1,3,0,Residental,Demolition for alleged military purposes
2004-11-25,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-11-25,Hebron,Hebron,west-bank,1,8,0,Residental,Demolition for alleged military purposes
2004-11-25,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-11-25,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-11-25,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-11-25,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-11-25,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-11-25,Hebron,Hebron,west-bank,1,5,0,Residental,Demolition for alleged military purposes
2004-11-25,Hebron,Hebron,west-bank,1,4,0,Residental,Demolition for alleged military purposes
2004-11-08,Nablus,Nablus,west-bank,2,10,0,Residental,Demolition of houses as punishment
2004-11-08,Rafah,Rafah,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2004-11-08,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-11-08,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-11-08,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-11-07,Jenin R.C.,Jenin,west-bank,1,6,0,Residental,Demolition of houses as punishment
2004-11-07,Jenin R.C.,Jenin,west-bank,1,2,0,Residental,Demolition of houses as punishment
2004-11-07,Jenin R.C.,Jenin,west-bank,1,3,0,Residental,Demolition of houses as punishment
2004-11-07,Jenin R.C.,Jenin,west-bank,2,13,0,Residental,Demolition of houses as punishment
2004-11-03,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,20,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,33,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-11-03,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2004-11-02,Deir al-Balah,Deir al-Balah,gaza-strip,1,0,0,Residental,Demolition for alleged military purposes
2004-11-02,Rujeib,Nablus,west-bank,1,17,0,Residental,Demolition of houses as punishment
2004-11-02,Beit Furik,Nablus,west-bank,1,9,0,Residental,Demolition of houses as punishment
2004-11-01,'Askar R.C.,Nablus,west-bank,1,0,0,Residental,Demolition of houses as punishment
2004-11-01,'Askar R.C.,Nablus,west-bank,1,4,0,Residental,Demolition of houses as punishment
2004-11-01,'Askar R.C.,Nablus,west-bank,1,0,0,Residental,Demolition of houses as punishment
2004-11-01,'Askar R.C.,Nablus,west-bank,1,7,0,Residental,Demolition of houses as punishment
2004-10-28,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,16,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2004-10-28,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,19,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,15,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,18,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,17,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,22,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,14,0,Residental,Demolition for alleged military purposes
2004-10-25,Khan Yunis,Khan Yunis,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
