Marque;Modèle;Année-Modèle;Kilométrage;Type de carburant;Puissance fiscale;Boite de vitesses;Première main;État;Prix
Renault;Megane;2005;5 000 - 9 999;Diesel;6;Manuelle;Non;Bon;62000
Toyota;Corolla;2013;120 000 - 129 999;Diesel;5;Manuelle;Non;Excellent;120000
Volkswagen;GOLF 5;2004;250 000 - 299 999;Diesel;8;Manuelle;Non;Excellent;73000
Mercedes-Benz;Classe C;2002;35 000 - 39 999;Diesel;9;Manuelle;Non;Bon;75000
Citroen;Berlingo;2016;50 000 - 54 999;Diesel;6;Manuelle;;;134000
Toyota;Corolla;2014;100 000 - 109 999;Diesel;5;Manuelle;Oui;Excellent;125000
Jeep;Grand Cherokee;2016;110 000 - 119 999;Diesel;12;Automatique;Non;Excellent;290000
Renault;Kangoo;2007;250 000 - 299 999;Diesel;7;Manuelle;Non;Très bon;67000
Dacia;Logan;2011;15 000 - 19 999;Diesel;6;--;;;65000
Dacia;Duster;2013;170 000 - 179 999;Diesel;6;Manuelle;;Excellent;105000
Fiat;TIPO;2018;70 000 - 74 999;Diesel;6;Manuelle;;Excellent;145000
BMW;Serie 3;2007;180 000 - 189 999;Essence;11;Manuelle;Non;Bon;76000
Volkswagen;GOLF 5;2004;200 000 - 249 999;Diesel;8;--;Non;Très bon;82000
Volkswagen;GOLF 5;2008;190 000 - 199 999;Diesel;8;Manuelle;Non;Très bon;94000
Dacia;Dokker;2017;0 - 4 999;Diesel;6;--;;;110000
Volkswagen;GOLF 4;2002;0 - 4 999;Diesel;8;Manuelle;Non;Excellent;73000
Mercedes-Benz;Classe B;2014;110 000 - 119 999;Diesel;6;Manuelle;Non;Excellent;145000
Fiat;Doblo;2015;20 000 - 24 999;Diesel;6;Manuelle;Non;Bon;68000
Renault;Kangoo;2017;65 000 - 69 999;Diesel;6;Manuelle;Non;;117000
Dacia;Logan;2010;200 000 - 249 999;Diesel;6;Manuelle;Non;Excellent;60000
Volkswagen;Passat;2007;180 000 - 189 999;Diesel;8;Manuelle;Non;Très bon;85000
Volkswagen;GOLF 6;2011;20 000 - 24 999;Diesel;8;Manuelle;Non;;130000
Audi;Q5;2015;120 000 - 129 999;Diesel;8;--;;;340000
Citroen;Berlingo;2015;150 000 - 159 999;Diesel;6;Manuelle;;;106000
Ford;Focus;2010;250 000 - 299 999;Diesel;7;Manuelle;Non;Très bon;85000
Mercedes-Benz;220;1995;400 000 - 449 999;Diesel;8;Manuelle;Non;Excellent;63000
Volkswagen;Polo;2011;130 000 - 139 999;Diesel;5;Manuelle;Non;Excellent;90000
Dacia;Sandero;2018;30 000 - 34 999;Diesel;6;Manuelle;Non;Très bon;117000
Ford;Fiesta;2013;160 000 - 169 999;Diesel;6;Manuelle;Non;Excellent;89000
Fiat;Doblo;2005;400 000 - 449 999;Diesel;6;Manuelle;Non;Excellent;60000
Peugeot;407;2005;25 000 - 29 999;Diesel;8;Automatique;Non;Excellent;79000
Hyundai;i 10;2011;0 - 4 999;Essence;6;Manuelle;Non;Très bon;63000
Hyundai;Accent;2016;190 000 - 199 999;Diesel;6;Manuelle;Non;Excellent;98000
Mercedes-Benz;190;1990;10 000 - 14 999;Diesel;8;Manuelle;Non;Très bon;60000
Dacia;Logan;2016;110 000 - 119 999;Diesel;6;Manuelle;Non;Excellent;79000
Mercedes-Benz;Classe C;2012;170 000 - 179 999;Diesel;9;Manuelle;Oui;Excellent;177000
Nissan;Juke;2017;60 000 - 64 999;Diesel;8;Manuelle;Oui;Très bon;160000
Dacia;Dokker;2017;0 - 4 999;Diesel;7;Manuelle;;Excellent;115000
Seat;Leon;2008;20 000 - 24 999;Diesel;8;Manuelle;Non;;75000
Renault;Clio;2018;85 000 - 89 999;Diesel;6;Manuelle;Non;Excellent;125000
Dacia;Duster;2010;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;92000
Peugeot;Tepee;2012;200 000 - 249 999;Diesel;6;Manuelle;;Très bon;92000
Kia;Sportage;2012;20 000 - 24 999;Essence;8;Manuelle;Non;Excellent;129000
Mercedes-Benz;Classe C;2017;75 000 - 79 999;Diesel;6;Automatique;Non;Très bon;260000
Dacia;Duster;2016;50 000 - 54 999;Diesel;6;--;;;140000
Mercedes-Benz;220;2002;0 - 4 999;Diesel;8;Manuelle;Non;Excellent;87000
Mercedes-Benz;Classe E;2009;200 000 - 249 999;Diesel;9;Automatique;Non;Très bon;167000
Ford;Fiesta;2012;160 000 - 169 999;Diesel;6;Manuelle;Non;Excellent;87000
Audi;Q5;2011;190 000 - 199 999;Diesel;11;--;;;200000
Peugeot;301;2019;80 000 - 84 999;Diesel;6;Manuelle;Non;Excellent;113000
Mercedes-Benz;220;2007;250 000 - 299 999;Diesel;8;Automatique;Non;Excellent;127000
Renault;Kangoo Express;2014;150 000 - 159 999;Diesel;6;Manuelle;Oui;Bon;120000
Volkswagen;GOLF 6;2010;180 000 - 189 999;Diesel;6;Manuelle;;;128000
Hyundai;ix 35;2013;160 000 - 169 999;Diesel;6;--;;;135000
Citroen;Berlingo;2012;5 000 - 9 999;Diesel;6;Manuelle;Non;Très bon;97000
Dacia;Logan;2017;110 000 - 119 999;Diesel;6;Manuelle;Oui;Excellent;91000
Ford;Focus;2007;140 000 - 149 999;Diesel;7;Manuelle;Non;Excellent;68000
Hyundai;Tucson;2018;45 000 - 49 999;Diesel;7;Automatique;Oui;Excellent;250000
Audi;A4;2004;190 000 - 199 999;Diesel;8;Manuelle;Non;Très bon;65000
Fiat;Pinto;2017;100 000 - 109 999;Diesel;7;Manuelle;Oui;Très bon;88000
Dacia;Duster;2017;80 000 - 84 999;Diesel;6;Manuelle;Non;Excellent;123000
Peugeot;508;2012;150 000 - 159 999;Diesel;8;--;;;125000
Skoda;Octavia;2018;35 000 - 39 999;Diesel;8;--;;;188000
Renault;Clio;2016;120 000 - 129 999;Diesel;7;Manuelle;Oui;Très bon;109000
Dacia;Logan;2015;190 000 - 199 999;Diesel;6;Manuelle;Oui;Très bon;88000
Dacia;Duster;2014;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;115000
Dacia;Duster;2019;65 000 - 69 999;Diesel;7;Manuelle;Oui;Très bon;155000
Dacia;Dokker;2016;110 000 - 119 999;Diesel;6;Manuelle;;;92000
Peugeot;Tepee;2016;100 000 - 109 999;Diesel;6;Manuelle;Oui;Très bon;100700
Mercedes-Benz;Classe S;2013;120 000 - 129 999;Diesel;12;Automatique;Non;Très bon;310000
Citroen;Berlingo;2008;200 000 - 249 999;Diesel;7;Manuelle;Non;Bon;5500000
Mercedes-Benz;270;2001;190 000 - 199 999;Diesel;12;Automatique;Non;;65000
Land Rover;Range Rover Sport;2016;60 000 - 64 999;Diesel;11;--;;;512000
Volkswagen;GOLF 7;2015;120 000 - 129 999;Diesel;6;Automatique;Oui;Excellent;185000
Alfa Romeo;147;2009;45 000 - 49 999;Diesel;8;Manuelle;Non;Très bon;70000
mini;cooper;2003;15 000 - 19 999;Essence;9;Automatique;Non;Bon;68000
Volkswagen;Polo;2009;190 000 - 199 999;Essence;7;Manuelle;Non;Très bon;68000
Hyundai;Santa Fe;2007;25 000 - 29 999;Diesel;9;Manuelle;Non;Très bon;75000
Audi;A7;2007;200 000 - 249 999;Diesel;12;Automatique;Non;Très bon;88000
Volkswagen;Caddy;2008;180 000 - 189 999;Diesel;8;Manuelle;Non;Très bon;87000
Peugeot;206;2008;200 000 - 249 999;Essence;6;Manuelle;Non;Très bon;550000
Mercedes-Benz;220;2007;250 000 - 299 999;Diesel;9;Automatique;Non;Très bon;128000
Hyundai;i 20;2020;20 000 - 24 999;Diesel;6;Manuelle;Oui;Excellent;145000
Opel;Astra;2011;160 000 - 169 999;Diesel;7;Manuelle;Oui;Très bon;105000
Peugeot;206;2005;150 000 - 159 999;Diesel;6;Manuelle;Non;Très bon;63000
Volkswagen;GOLF 4;2003;400 000 - 449 999;Diesel;8;Manuelle;Oui;Excellent;90000
Volkswagen;Jetta;2008;200 000 - 249 999;Diesel;8;Manuelle;;Très bon;83000
Ford;Transit;2019;0 - 4 999;Diesel;6;Manuelle;Oui;Excellent;220500
Mercedes-Benz;270;2001;190 000 - 199 999;Diesel;6;--;;;65000
Dacia;Lodgy;2012;200 000 - 249 999;Diesel;6;Manuelle;Non;Bon;85000
Kia;Carens;2017;90 000 - 94 999;Diesel;7;Manuelle;;Excellent;135000
Ford;Transit;2011;40 000 - 44 999;Diesel;9;Manuelle;Non;;125000
Mercedes-Benz;Classe C;2009;190 000 - 199 999;Diesel;8;Manuelle;Non;;145000
Peugeot;Partner;2006;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;68000
BMW;Serie 3;2009;190 000 - 199 999;Diesel;8;Automatique;;Excellent;135000
Renault;Kadjar;2016;55 000 - 59 999;Diesel;6;Manuelle;Non;Très bon;170000
Toyota;RAV 4;2008;190 000 - 199 999;Diesel;8;Manuelle;Non;Très bon;97000
Nissan;Juke;2015;90 000 - 94 999;Diesel;6;Manuelle;Oui;Excellent;135000
Opel;Insignia;2009;190 000 - 199 999;Diesel;8;Manuelle;;Excellent;90000
Dacia;Logan;2020;25 000 - 29 999;Diesel;6;Manuelle;Non;Excellent;113000
Land Rover;Velar;2018;50 000 - 54 999;Diesel;12;--;;Excellent;680000
Audi;A5;2015;180 000 - 189 999;Diesel;8;Automatique;Non;Excellent;265000
Volkswagen;Polo;2015;100 000 - 109 999;Essence;6;Manuelle;;Excellent;95000
Citroen;C4;2016;90 000 - 94 999;Diesel;6;Manuelle;Non;Excellent;127000
Peugeot;206+;2011;0 - 4 999;Diesel;6;Manuelle;Non;Bon;67000
Nissan;Qashqai;2013;140 000 - 149 999;Diesel;6;Manuelle;Oui;Très bon;128000
Peugeot;206+;2011;170 000 - 179 999;Diesel;6;Manuelle;Non;Bon;70000
Citroen;Berlingo;2014;100 000 - 109 999;Diesel;6;--;Non;Bon;111000
Fiat;TIPO;2018;55 000 - 59 999;Diesel;5;Manuelle;;Très bon;150000
Peugeot;Partner;2014;200 000 - 249 999;Diesel;6;Manuelle;Oui;Très bon;66000
Volkswagen;GOLF 6;2010;140 000 - 149 999;Diesel;6;Manuelle;;;115000
Renault;Clio;2017;100 000 - 109 999;Diesel;6;Manuelle;Non;;110000
Volkswagen;Tiguan;2018;75 000 - 79 999;Diesel;8;Automatique;Oui;Excellent;449000
Citroen;Berlingo;2014;100 000 - 109 999;Diesel;7;--;Non;Très bon;111000
Peugeot;308;2015;170 000 - 179 999;Diesel;6;Manuelle;;Très bon;135000
Peugeot;207;2012;130 000 - 139 999;Essence;8;Manuelle;Non;Très bon;68000
BMW;Serie 1;2005;250 000 - 299 999;Diesel;8;Manuelle;Non;Très bon;85000
Dacia;Sandero;2017;80 000 - 84 999;Diesel;6;Manuelle;Oui;Très bon;100000
Mercedes-Benz;220;2002;25 000 - 29 999;Diesel;9;Manuelle;Oui;Très bon;82000
Dacia;Sandero;2011;15 000 - 19 999;Diesel;6;Manuelle;Non;Très bon;62000
Hyundai;ix 35;2011;150 000 - 159 999;Diesel;8;Manuelle;Non;Très bon;109000
Nissan;Qashqai;2017;50 000 - 54 999;Diesel;6;Manuelle;Oui;;175000
Hyundai;i 10;2018;40 000 - 44 999;Essence;6;Manuelle;Oui;Excellent;82000
Audi;A4;2010;250 000 - 299 999;Diesel;8;Manuelle;Non;Très bon;130000
Fiat;FIORINO;2017;90 000 - 94 999;Diesel;5;Manuelle;Oui;Excellent;90000
Audi;A4;2010;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;130000
Kia;Sorento;2008;350 000 - 399 999;Diesel;10;Manuelle;Non;Bon;62000
Toyota;Corolla;2006;0 - 4 999;Diesel;8;Manuelle;Non;Très bon;62000
Renault;Kangoo;2015;140 000 - 149 999;Diesel;6;--;;;92000
Mercedes-Benz;220;2005;200 000 - 249 999;Diesel;9;Automatique;Non;Très bon;93000
Toyota;Prado;2010;20 000 - 24 999;Diesel;12;Manuelle;Oui;Très bon;112000
Volkswagen;Tiguan;2015;140 000 - 149 999;Diesel;8;--;;;290000
Renault;Laguna;2000;200 000 - 249 999;Diesel;7;Manuelle;Non;Très bon;64000
Renault;Megane Coupe;2004;200 000 - 249 999;Diesel;6;Manuelle;Non;Bon;65000
Seat;Leon;2007;190 000 - 199 999;Essence;9;Manuelle;Non;Correct;68000
Kia;Picanto;2015;120 000 - 129 999;Essence;6;Manuelle;;Excellent;71500
Citroen;Berlingo;2011;170 000 - 179 999;Diesel;6;Manuelle;Oui;Très bon;61000
Toyota;Yaris;2010;200 000 - 249 999;Essence;6;Manuelle;Non;Bon;61500
Fiat;Doblo;2015;140 000 - 149 999;Diesel;6;--;;;82000
Dacia;Sandero;2017;120 000 - 129 999;Diesel;6;Manuelle;Oui;Très bon;78000
Dacia;Dokker;2014;0 - 4 999;Diesel;7;Manuelle;;Très bon;95000
Peugeot;301;2016;200 000 - 249 999;Essence;7;Manuelle;;;69000
Toyota;Prado;2003;200 000 - 249 999;Diesel;12;--;;;120000
Mercedes-Benz;220;2005;190 000 - 199 999;Diesel;9;Manuelle;;Très bon;108000
Peugeot;Tepee;2008;0 - 4 999;Diesel;6;Manuelle;;Très bon;85000
Skoda;Kamiq;2021;5 000 - 9 999;Diesel;6;Manuelle;Oui;;225000
Renault;Clio;2018;65 000 - 69 999;Essence;6;Manuelle;Non;;95000
Kia;Rio;2017;95 000 - 99 999;Diesel;6;--;;;98000
BMW;Serie 3;2019;65 000 - 69 999;Diesel;8;Automatique;Oui;Excellent;310000
Renault;Kangoo;2019;50 000 - 54 999;Diesel;6;Manuelle;Non;Excellent;125000
BMW;Serie 1;2008;170 000 - 179 999;Diesel;8;Manuelle;Non;Très bon;98000
Renault;Kangoo;2000;200 000 - 249 999;Diesel;7;Manuelle;Non;Très bon;63000
Ford;Focus;2000;30 000 - 34 999;Diesel;7;Manuelle;;Très bon;60000
Volkswagen;GOLF 5;2006;180 000 - 189 999;Diesel;8;Manuelle;Non;Très bon;75000
Ford;Ka;2015;45 000 - 49 999;Essence;7;Manuelle;Oui;Très bon;75000
Nissan;Juke;2015;110 000 - 119 999;Diesel;6;Manuelle;Non;Très bon;120000
Mercedes-Benz;220;2002;20 000 - 24 999;Diesel;8;--;;;83000
Volkswagen;Touran;2012;180 000 - 189 999;Diesel;6;Automatique;Non;Très bon;165000
Toyota;VERSO;2005;190 000 - 199 999;Essence;9;Manuelle;;;65000
Citroen;C5;2009;250 000 - 299 999;Diesel;8;Manuelle;Non;Très bon;90000
Ford;Kuga;2016;110 000 - 119 999;Diesel;8;Manuelle;Oui;Excellent;175000
Fiat;Doblo;2015;190 000 - 199 999;Diesel;6;Manuelle;Oui;Excellent;70000
Hyundai;i 10;2013;120 000 - 129 999;Essence;6;Manuelle;;Très bon;70000
Volkswagen;Passat;2016;70 000 - 74 999;Diesel;8;Manuelle;Oui;Excellent;190000
Volkswagen;Caddy;2020;40 000 - 44 999;Diesel;8;Manuelle;Oui;;160000
Volkswagen;Caddy;2008;300 000 - 349 999;Diesel;8;Manuelle;Non;Très bon;97000
Fiat;Doblo;2015;190 000 - 199 999;Diesel;6;Manuelle;Oui;Excellent;70000
Renault;Kangoo;2019;70 000 - 74 999;Diesel;5;Manuelle;;Très bon;130000
Citroen;Berlingo;2017;450 000 - 499 999;Diesel;6;Manuelle;Oui;Très bon;120000
Mercedes-Benz;Classe C;2010;70 000 - 74 999;Diesel;10;Manuelle;Oui;Très bon;130000
Toyota;Corolla;2021;0 - 4 999;Diesel;10;Manuelle;Oui;Excellent;245000
Volkswagen;GOLF 7;2013;100 000 - 109 999;Diesel;8;--;;;175000
BMW;Serie 1;2011;15 000 - 19 999;Essence;11;Manuelle;Non;Très bon;95000
BMW;X5;2007;120 000 - 129 999;Essence;14;--;;;150000
Hyundai;Tucson;2018;40 000 - 44 999;Diesel;7;--;;;242000
Volkswagen;GOLF 4;2002;190 000 - 199 999;Diesel;8;Manuelle;Non;Bon;75000
Volkswagen;Jetta;2007;350 000 - 399 999;Diesel;8;Manuelle;Non;Bon;77000
Opel;Astra;2016;140 000 - 149 999;Diesel;8;Manuelle;;;127000
Toyota;Corolla;2008;190 000 - 199 999;Diesel;8;Manuelle;Non;Bon;69000
Volkswagen;Jetta;2007;350 000 - 399 999;Diesel;8;Manuelle;Non;Bon;77000
Audi;R8;2013;0 - 4 999;Diesel;8;--;;;240000
Jeep;Renegade;2018;60 000 - 64 999;Diesel;6;Automatique;Non;Excellent;210000
Volkswagen;GOLF 7;2014;140 000 - 149 999;Diesel;8;Automatique;Non;Bon;225000
Peugeot;208;2018;120 000 - 129 999;Diesel;6;Manuelle;Non;;113000
BMW;X5;2018;160 000 - 169 999;Diesel;8;Automatique;Oui;Excellent;360000
Volkswagen;Polo;2007;0 - 4 999;Essence;6;Manuelle;;;65000
Dacia;Logan;2017;100 000 - 109 999;Diesel;6;Manuelle;;Très bon;98000
Dacia;Sandero;2016;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;88000
Renault;Scenic;2006;0 - 4 999;Diesel;6;Manuelle;Non;Très bon;73000
Dacia;Logan;2017;100 000 - 109 999;Diesel;6;Manuelle;;Très bon;98000
Peugeot;206+;2014;70 000 - 74 999;Diesel;6;Manuelle;Oui;Excellent;85000
BMW;Serie 1;2014;120 000 - 129 999;Diesel;8;Manuelle;Oui;Très bon;190000
Citroen;Berlingo;2007;200 000 - 249 999;Diesel;7;Manuelle;Non;Très bon;63000
Audi;Q5;2012;130 000 - 139 999;Diesel;8;Automatique;Non;Très bon;190000
Fiat;FIORINO;2019;40 000 - 44 999;Diesel;6;Manuelle;Non;Excellent;101000
Opel;Astra;2011;140 000 - 149 999;Diesel;6;Manuelle;Non;Très bon;90000
Volkswagen;Touareg;2005;0 - 4 999;Diesel;12;Automatique;Non;Excellent;75000
Dacia;Sandero;2018;40 000 - 44 999;Diesel;6;Manuelle;Non;Très bon;117000
Kia;Sorento;2017;170 000 - 179 999;Diesel;9;Automatique;Non;;239000
Citroen;C3;2019;10 000 - 14 999;Diesel;6;Manuelle;Oui;;165000
Toyota;VERSO;2012;200 000 - 249 999;Diesel;8;Manuelle;Oui;Excellent;88000
Seat;Leon;2007;170 000 - 179 999;Essence;8;Manuelle;Non;Très bon;65000
Dacia;Logan;2010;0 - 4 999;Diesel;6;Manuelle;Non;Excellent;67000
Renault;Megane;2017;75 000 - 79 999;Diesel;6;Manuelle;Oui;Excellent;148000
Peugeot;307;2008;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;68000
Volkswagen;Passat;2016;100 000 - 109 999;Diesel;8;Automatique;Non;Excellent;225000
Mercedes-Benz;220;1999;15 000 - 19 999;Diesel;8;Manuelle;;;60000
BMW;X5;2003;300 000 - 349 999;Diesel;12;Automatique;Non;Très bon;78000
Dacia;Dokker;2018;70 000 - 74 999;Diesel;6;Manuelle;Oui;Excellent;116000
Audi;A5;2010;180 000 - 189 999;Diesel;12;Automatique;;Excellent;160000
Volkswagen;Touran;2013;20 000 - 24 999;Diesel;8;--;;Excellent;138000
Ford;Focus;2009;170 000 - 179 999;Diesel;7;Manuelle;Non;Excellent;85000
Dacia;Dokker;2017;15 000 - 19 999;Diesel;6;Manuelle;Oui;Bon;89000
Citroen;Berlingo;2020;35 000 - 39 999;Diesel;5;Manuelle;Oui;Très bon;165000
Hyundai;CRETA;2017;80 000 - 84 999;Diesel;6;Manuelle;Oui;Très bon;160000
Mercedes-Benz;Classe C;2016;110 000 - 119 999;Diesel;9;Automatique;Oui;Excellent;420000
Dacia;Dokker;2016;95 000 - 99 999;Diesel;6;--;;;950000
Mercedes-Benz;220;2003;250 000 - 299 999;Diesel;9;--;;;97000
Volkswagen;Jetta;2016;100 000 - 109 999;Diesel;6;--;;;140000
Citroen;C3;2019;10 000 - 14 999;Essence;5;--;;;160000
Hyundai;CRETA;2018;0 - 4 999;Diesel;6;Manuelle;Oui;Très bon;185000
Mercedes-Benz;Classe CLA;2017;60 000 - 64 999;Diesel;9;--;;;310000
Peugeot;Tepee;2014;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;120000
Volkswagen;Tiguan;2009;180 000 - 189 999;Diesel;8;Automatique;Oui;Très bon;143000
Volkswagen;Tiguan;2018;95 000 - 99 999;Diesel;8;--;;;240000
BMW;Serie 3;2005;200 000 - 249 999;Diesel;8;--;;;90000
Dacia;Dokker;2017;80 000 - 84 999;Diesel;6;Manuelle;;Excellent;120000
Renault;Megane Coupe;2017;90 000 - 94 999;Diesel;6;Manuelle;Non;Très bon;138000
Hyundai;i 10;2012;110 000 - 119 999;Essence;6;Manuelle;Non;Excellent;65000
Hyundai;LANTRA;2019;95 000 - 99 999;Diesel;6;Automatique;Oui;Très bon;178000
Peugeot;208;2017;90 000 - 94 999;Essence;5;Manuelle;Oui;Très bon;90000
Dacia;Duster;2013;10 000 - 14 999;Diesel;6;Manuelle;Oui;Excellent;120000
Dacia;Logan;2015;110 000 - 119 999;Diesel;5;Manuelle;Non;Très bon;78000
Citroen;Berlingo;2018;170 000 - 179 999;Diesel;6;Manuelle;Oui;Bon;135000
Volkswagen;Passat;2018;60 000 - 64 999;Diesel;8;Automatique;Non;Excellent;250000
Peugeot;406;2003;100 000 - 109 999;Diesel;8;Manuelle;Non;Très bon;6000000
Volkswagen;Bora;2000;300 000 - 349 999;Diesel;8;Manuelle;Non;Bon;65000
Fiat;Punto;2015;85 000 - 89 999;Diesel;6;--;;;85000
Renault;Clio;2013;30 000 - 34 999;Diesel;6;Manuelle;Non;Très bon;85000
Dacia;Duster;2017;130 000 - 139 999;Diesel;5;Manuelle;Oui;Bon;129000
Kia;Picanto;2021;10 000 - 14 999;Essence;6;Manuelle;Non;Excellent;118000
Renault;Megane Coupe;2021;5 000 - 9 999;Diesel;6;Manuelle;Oui;Excellent;210000
Dacia;Dokker;2016;170 000 - 179 999;Diesel;6;Manuelle;Non;Très bon;76000
Hyundai;Tucson;2007;300 000 - 349 999;Diesel;8;Automatique;Oui;Bon;80000
Hyundai;CRETA;2016;110 000 - 119 999;Diesel;6;Manuelle;;Excellent;163000
Toyota;Corolla;2008;180 000 - 189 999;Diesel;5;Manuelle;Non;Bon;79000
BMW;Serie 4;2014;160 000 - 169 999;Diesel;8;Automatique;Non;Excellent;280000
Peugeot;508;2018;100 000 - 109 999;Diesel;6;--;;;148000
Mercedes-Benz;Classe C;2005;180 000 - 189 999;Diesel;9;Manuelle;Oui;Excellent;115000
Volkswagen;Passat;2012;120 000 - 129 999;Diesel;8;Manuelle;Non;Très bon;145000
Peugeot;2008;2016;70 000 - 74 999;Diesel;6;Manuelle;Oui;Excellent;155000
Renault;Clio;2016;90 000 - 94 999;Diesel;6;Manuelle;Non;Excellent;120000
Hyundai;Veracruz;2008;0 - 4 999;Diesel;12;Automatique;Non;Très bon;78000
Peugeot;2008;2016;70 000 - 74 999;Diesel;6;Manuelle;Oui;;155000
Mercedes-Benz;220;2012;170 000 - 179 999;Diesel;9;Automatique;Oui;Excellent;175000
Renault;Kangoo;2012;110 000 - 119 999;Diesel;6;Manuelle;Oui;Excellent;87000
Renault;Megane;2002;200 000 - 249 999;Diesel;6;Manuelle;Non;;60000
Peugeot;206+;2013;40 000 - 44 999;Essence;6;Manuelle;Oui;Excellent;71000
Peugeot;Expert;2010;0 - 4 999;Diesel;6;Manuelle;Non;;90000
Mercedes-Benz;280;2009;300 000 - 349 999;Diesel;12;Automatique;;Très bon;120000
Ford;Focus;2017;90 000 - 94 999;Diesel;6;Manuelle;Non;Très bon;150000
Renault;Kangoo;2018;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;130000
Citroen;Berlingo;2017;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;125000
Renault;Megane;2009;250 000 - 299 999;Diesel;6;Manuelle;Non;Très bon;80000
Renault;Kangoo;2011;190 000 - 199 999;Diesel;6;Manuelle;Non;Bon;83000
Citroen;Berlingo;2018;90 000 - 94 999;Diesel;6;Manuelle;Oui;Excellent;110000
Volkswagen;Polo;2008;130 000 - 139 999;Diesel;6;Manuelle;;Très bon;70000
Fiat;Doblo;2014;160 000 - 169 999;Diesel;5;Manuelle;Non;Excellent;77000
Dacia;Dokker;2015;160 000 - 169 999;Diesel;6;Manuelle;;;94000
Volkswagen;GOLF 6;2009;170 000 - 179 999;Diesel;8;Manuelle;Non;Bon;127000
Ford;Focus;2015;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;146000
Volkswagen;GOLF 5;2005;200 000 - 249 999;Diesel;8;Manuelle;Non;Bon;63000
Renault;Kangoo;2007;0 - 4 999;Diesel;7;Manuelle;Oui;Excellent;75000
Volkswagen;Polo;2013;140 000 - 149 999;Diesel;5;Manuelle;;;100000
Dacia;Dokker;2015;170 000 - 179 999;Diesel;6;Manuelle;Non;Excellent;95000
Dacia;Duster;2019;85 000 - 89 999;Diesel;6;Manuelle;;Excellent;145000
Peugeot;207;2012;80 000 - 84 999;Essence;8;Manuelle;Oui;Excellent;62000
Renault;Clio;2018;65 000 - 69 999;Diesel;6;Manuelle;Oui;Très bon;107000
Ford;Fiesta;2012;140 000 - 149 999;Diesel;6;--;;;82000
Citroen;C3;2019;60 000 - 64 999;Diesel;6;Manuelle;Oui;Excellent;130000
Toyota;RAV 4;2005;300 000 - 349 999;Diesel;8;Manuelle;Non;Bon;68000
Mercedes-Benz;220;1998;400 000 - 449 999;Diesel;9;Manuelle;Non;;72000
Fiat;500;2010;90 000 - 94 999;Diesel;5;Manuelle;Non;Excellent;95000
Renault;Kangoo;2008;20 000 - 24 999;Diesel;7;Manuelle;Non;;65000
Peugeot;508;2012;150 000 - 159 999;Diesel;8;Manuelle;Non;Très bon;104000
Renault;Captur;2021;10 000 - 14 999;Diesel;6;Manuelle;Oui;;195000
Mercedes-Benz;Classe A;2009;130 000 - 139 999;Diesel;8;Manuelle;Non;Très bon;80000
Renault;Megane;2007;200 000 - 249 999;Diesel;6;Manuelle;;;72000
Ford;Fiesta;2017;85 000 - 89 999;Diesel;6;Manuelle;Oui;Excellent;93000
Volkswagen;Caddy;2013;120 000 - 129 999;Diesel;6;Manuelle;Non;Très bon;137000
Hyundai;Elantra;2017;150 000 - 159 999;Diesel;6;Automatique;Oui;Très bon;150000
Renault;Clio;2014;45 000 - 49 999;Diesel;6;Manuelle;Oui;;99000
Fiat;Doblo;2015;200 000 - 249 999;Diesel;7;Manuelle;Oui;Bon;72000
Hyundai;Accent;2018;140 000 - 149 999;Diesel;6;Manuelle;;Excellent;118000
Peugeot;207;2006;150 000 - 159 999;Diesel;6;Manuelle;Non;Très bon;76000
Dacia;Sandero;2020;30 000 - 34 999;Diesel;6;Manuelle;Oui;Très bon;123000
Dacia;Duster;2014;150 000 - 159 999;Diesel;6;Manuelle;Oui;Excellent;111000
Fiat;Doblo;2018;130 000 - 139 999;Diesel;5;Manuelle;Non;Très bon;84000
Audi;A5;2011;170 000 - 179 999;Essence;11;--;;;140000
Citroen;C3;2016;130 000 - 139 999;Diesel;6;Manuelle;;Très bon;89000
Hyundai;LANTRA;2012;75 000 - 79 999;Essence;7;Manuelle;Oui;Excellent;225200
Ford;Fiesta;2017;120 000 - 129 999;Diesel;6;Manuelle;Oui;Très bon;96000
Renault;Kangoo;2007;200 000 - 249 999;Essence;7;Manuelle;;;65000
Renault;Clio;2017;120 000 - 129 999;Diesel;6;Automatique;Oui;Très bon;128000
Mercedes-Benz;Classe C;2011;170 000 - 179 999;Diesel;9;Automatique;Non;Excellent;173000
Hyundai;i 40;2014;170 000 - 179 999;Diesel;7;Automatique;Non;Excellent;130000
Dacia;Sandero;2018;10 000 - 14 999;Diesel;6;Manuelle;Oui;Excellent;120000
Renault;Kangoo;2013;5 000 - 9 999;Diesel;6;Manuelle;Non;Bon;79000
