Marque;Modèle;Année-Modèle;Kilométrage;Type de carburant;Puissance fiscale;Boite de vitesses;Première main;État;Prix
Renault;Megane Sedan;2019;55 000 - 59 999;Diesel;6;Manuelle;Non;Excellent;160000
Volkswagen;Passat;2004;200 000 - 249 999;Diesel;8;Manuelle;Non;Excellent;73000
Volkswagen;Jetta;2017;80 000 - 84 999;Diesel;8;--;;;169000
Volkswagen;Touareg;2010;170 000 - 179 999;Diesel;12;Automatique;Non;Très bon;105000
Citroen;Jumpy;1997;15 000 - 19 999;Diesel;8;Manuelle;Oui;;78000
Mercedes-Benz;Classe E;2017;45 000 - 49 999;Diesel;8;Automatique;Non;Excellent;325000
Citroen;C4;2008;180 000 - 189 999;Diesel;6;Manuelle;Oui;Très bon;73000
Toyota;Corolla;2014;150 000 - 159 999;Diesel;5;Manuelle;Non;Excellent;125000
Renault;Clio;2018;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;109000
Audi;Q5;2014;10 000 - 14 999;Diesel;8;Automatique;Oui;Excellent;370000
Volkswagen;Touareg;2009;190 000 - 199 999;Diesel;12;Automatique;Non;Très bon;85000
Mercedes-Benz;Classe C;2019;30 000 - 34 999;Diesel;9;Automatique;Oui;Excellent;560000
Volkswagen;Touareg;2014;170 000 - 179 999;Diesel;12;Automatique;Non;Excellent;175000
Fiat;FREEMONT;2013;250 000 - 299 999;Diesel;8;Manuelle;Oui;Excellent;120000
Dacia;Duster;2012;0 - 4 999;Diesel;6;Manuelle;Oui;Excellent;96000
Dacia;Logan;2018;100 000 - 109 999;Diesel;7;--;;;88000
Seat;Leon;2017;65 000 - 69 999;Diesel;6;Manuelle;Non;Excellent;185000
BMW;Serie 1;2008;100 000 - 109 999;Diesel;8;--;;;100000
Audi;A3;2006;250 000 - 299 999;Diesel;8;--;;;73000
Audi;A6;2019;45 000 - 49 999;Diesel;8;Automatique;Non;Excellent;350000
Volkswagen;GOLF 6;2008;180 000 - 189 999;Diesel;8;Manuelle;Non;Très bon;115000
Peugeot;308;2009;130 000 - 139 999;Diesel;6;Manuelle;Non;;82000
Volkswagen;GOLF 4;2002;0 - 4 999;Diesel;8;Manuelle;Non;Très bon;65000
Volkswagen;CC;2013;130 000 - 139 999;Diesel;8;Manuelle;Oui;Très bon;158000
BMW;Serie 1;2012;100 000 - 109 999;Essence;9;Manuelle;;Très bon;135000
Hyundai;Accent;2016;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;100000
Dacia;Logan;2017;90 000 - 94 999;Diesel;6;Manuelle;Oui;Très bon;95000
Fiat;Punto;2017;100 000 - 109 999;Diesel;6;Manuelle;;;87000
Toyota;Auris;2018;70 000 - 74 999;Diesel;5;Manuelle;Non;Excellent;146000
Renault;Clio;2020;20 000 - 24 999;Diesel;6;--;;;155000
Volkswagen;GOLF 4;2003;150 000 - 159 999;Diesel;8;--;;;89000
Renault;Megane;2017;60 000 - 64 999;Diesel;7;Manuelle;Oui;Excellent;155000
Ford;Focus;2014;10 000 - 14 999;Diesel;6;Manuelle;Non;Très bon;115000
Dacia;Sandero;2018;65 000 - 69 999;Diesel;7;Manuelle;Non;Excellent;112000
Renault;Kangoo;2012;0 - 4 999;Diesel;6;Manuelle;Non;Excellent;72000
Volkswagen;GOLF 4;2003;25 000 - 29 999;Diesel;8;Manuelle;Non;Très bon;93000
Renault;Kangoo;2015;140 000 - 149 999;Diesel;6;Manuelle;Non;Bon;113000
Audi;A6;2005;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;95000
Dacia;Sandero;2015;140 000 - 149 999;Diesel;6;Manuelle;;Excellent;83000
Kia;Ceed;2011;250 000 - 299 999;Diesel;6;Manuelle;Oui;Très bon;68000
Opel;Astra;2012;190 000 - 199 999;Diesel;8;--;;;98000
Volkswagen;Tiguan;2017;35 000 - 39 999;Diesel;7;Automatique;Oui;Excellent;320000
Mercedes-Benz;Classe A;2015;120 000 - 129 999;Diesel;5;--;;;223000
Renault;Captur;2014;140 000 - 149 999;Diesel;6;Manuelle;Non;Excellent;114000
Dacia;Logan;2009;100 000 - 109 999;Diesel;6;Manuelle;Non;Excellent;62000
Citroen;Berlingo;2012;200 000 - 249 999;Diesel;6;Manuelle;Non;Excellent;100000
Toyota;Corolla;2014;190 000 - 199 999;Diesel;5;Manuelle;Oui;Très bon;122000
Fiat;500;2014;120 000 - 129 999;Essence;7;Manuelle;;Très bon;90000
Ford;Focus;2018;40 000 - 44 999;Diesel;6;Manuelle;;Excellent;164000
Ford;Ka;2012;70 000 - 74 999;Essence;5;Manuelle;Oui;Excellent;67500
Dacia;Sandero;2017;10 000 - 14 999;Diesel;7;Manuelle;Oui;Excellent;127000
Audi;A4;2006;400 000 - 449 999;Diesel;8;Automatique;;Très bon;80000
Volkswagen;Tiguan;2017;160 000 - 169 999;Diesel;9;Automatique;Oui;Excellent;320000
Jeep;Patriot;2008;200 000 - 249 999;Diesel;8;Manuelle;Oui;Excellent;115000
Volkswagen;Jetta;2018;100 000 - 109 999;Diesel;8;Automatique;Non;Excellent;168000
Peugeot;308;2019;80 000 - 84 999;Diesel;5;Manuelle;Oui;Excellent;165000
Dacia;Sandero;2019;55 000 - 59 999;Diesel;6;Manuelle;Non;Excellent;115000
Renault;Kangoo;2016;250 000 - 299 999;Diesel;6;Manuelle;Oui;Excellent;98000
Citroen;C3;2016;60 000 - 64 999;Diesel;6;--;;;96000
Volkswagen;Touareg;2013;200 000 - 249 999;Diesel;12;Automatique;Non;Excellent;166000
Fiat;Doblo;2012;0 - 4 999;Diesel;5;Manuelle;;Bon;68000
Hyundai;i 10;2013;130 000 - 139 999;Essence;6;Manuelle;Non;Très bon;65000
Mercedes-Benz;190;1992;160 000 - 169 999;Diesel;8;Manuelle;Oui;Très bon;60000
Volkswagen;GOLF 4;2000;250 000 - 299 999;Diesel;8;Manuelle;Non;Très bon;69000
Opel;Insignia;2010;100 000 - 109 999;Diesel;9;--;;;102000
Renault;Megane;2017;85 000 - 89 999;Diesel;6;Manuelle;Non;Très bon;142000
Peugeot;508;2014;140 000 - 149 999;Diesel;6;Manuelle;;Excellent;124000
Volkswagen;GOLF 4;1999;10 000 - 14 999;Diesel;8;Manuelle;Non;Très bon;65000
Land Rover;Range Rover Evoque;2018;60 000 - 64 999;Diesel;8;Automatique;Oui;Excellent;480000
Dacia;Duster;2018;65 000 - 69 999;Diesel;6;Manuelle;Oui;Très bon;165000
Dacia;Sandero;2021;0 - 4 999;Diesel;6;--;;;150000
Audi;Q5;2015;120 000 - 129 999;Diesel;12;Automatique;Oui;Excellent;330000
Renault;Clio;2013;85 000 - 89 999;Diesel;6;Manuelle;;Très bon;90000
Volkswagen;Passat;2006;400 000 - 449 999;Diesel;8;Automatique;Non;Très bon;65000
Volkswagen;Passat;2006;350 000 - 399 999;Diesel;8;Automatique;Non;Très bon;65000
Peugeot;308;2009;110 000 - 119 999;Essence;8;Manuelle;Non;Très bon;68000
Opel;Astra;2016;140 000 - 149 999;Diesel;8;Automatique;Oui;Excellent;150000
Fiat;Punto;2011;0 - 4 999;Diesel;5;--;Oui;Excellent;72000
Seat;Ibiza;2011;140 000 - 149 999;Diesel;6;Manuelle;Non;Très bon;85000
Mercedes-Benz;220;2006;0 - 4 999;Diesel;8;Automatique;Non;Excellent;90000
Toyota;Auris;2012;200 000 - 249 999;Diesel;6;Manuelle;Non;Très bon;98000
Hyundai;ix 35;2011;150 000 - 159 999;Diesel;8;--;;;135000
Renault;Avantime;2014;100 000 - 109 999;Diesel;6;Manuelle;Non;Bon;105000
Mercedes-Benz;Classe B;2013;120 000 - 129 999;Diesel;7;Manuelle;Oui;Excellent;146000
Ford;Fiesta;2011;85 000 - 89 999;Diesel;6;Automatique;Oui;Excellent;90000
Mercedes-Benz;190;1992;5 000 - 9 999;Diesel;8;Manuelle;Non;Excellent;60000
Mercedes-Benz;Classe E;2010;400 000 - 449 999;Diesel;9;Automatique;Oui;Excellent;160000
Alfa Romeo;Giulietta;2016;80 000 - 84 999;Diesel;6;Manuelle;Oui;Très bon;165000
Land Rover;Range Rover Evoque;2014;190 000 - 199 999;Diesel;6;Automatique;Oui;Très bon;230000
Seat;Leon;2016;45 000 - 49 999;Diesel;6;Manuelle;;Très bon;150000
Volkswagen;Caddy;2008;350 000 - 399 999;Diesel;8;Manuelle;Oui;Très bon;95000
Renault;Megane;2019;30 000 - 34 999;Diesel;6;--;;;185000
Volkswagen;Caddy;2008;350 000 - 399 999;Diesel;8;Manuelle;Oui;Très bon;95000
Dacia;Logan;2014;140 000 - 149 999;Diesel;6;Manuelle;Non;Très bon;68000
Land Rover;Freelander;2012;20 000 - 24 999;Diesel;9;--;;;110000
Mercedes-Benz;220;2012;190 000 - 199 999;Diesel;9;--;;;179000
Volkswagen;Golf;2008;150 000 - 159 999;Diesel;8;Manuelle;Oui;Très bon;67000
Citroen;Jumper;1997;190 000 - 199 999;Diesel;6;--;;;74000
Renault;Kangoo;2012;300 000 - 349 999;Essence;8;Manuelle;;Bon;73000
Dacia;Dokker;2016;100 000 - 109 999;Diesel;6;Manuelle;Non;Très bon;104000
Jeep;Cherokee;2017;85 000 - 89 999;Diesel;8;Automatique;Non;Très bon;210000
Renault;Laguna;2003;20 000 - 24 999;Diesel;7;Manuelle;Oui;Bon;62000
BMW;Serie 5;2008;200 000 - 249 999;Diesel;12;Automatique;Non;Très bon;88000
Kia;Sorento;2004;200 000 - 249 999;Diesel;10;Manuelle;Non;Bon;64000
Opel;Corsa;2021;5 000 - 9 999;Diesel;6;Manuelle;Oui;Très bon;135000
Dacia;Duster;2015;10 000 - 14 999;Diesel;11;Manuelle;Oui;Très bon;112000
Fiat;Punto;2013;160 000 - 169 999;Essence;7;Manuelle;Non;Très bon;69000
Hyundai;i 20;2014;140 000 - 149 999;Diesel;6;Manuelle;Non;Très bon;85000
Opel;Astra;2005;160 000 - 169 999;Diesel;7;Manuelle;Non;Bon;66000
Ford;Kuga;2017;110 000 - 119 999;Diesel;8;Manuelle;Oui;Très bon;180000
Mercedes-Benz;220;2013;160 000 - 169 999;Diesel;9;--;;;250000
Citroen;Berlingo;2016;150 000 - 159 999;Diesel;6;Manuelle;Oui;Très bon;123000
Dacia;Sandero;2019;60 000 - 64 999;Diesel;5;Manuelle;;;117000
Mercedes-Benz;Classe C;2014;140 000 - 149 999;Diesel;9;Automatique;Oui;Excellent;320000
Ford;Fiesta;2016;95 000 - 99 999;Diesel;6;Manuelle;Non;Très bon;95000
Opel;Astra;2015;200 000 - 249 999;Diesel;7;Manuelle;Non;Excellent;120000
Dacia;Dokker;2017;120 000 - 129 999;Diesel;6;--;;;105000
Volkswagen;Caddy;2011;250 000 - 299 999;Diesel;6;Manuelle;Non;Très bon;140000
Seat;Ibiza;2016;75 000 - 79 999;Diesel;6;Manuelle;Oui;Excellent;115000
Mercedes-Benz;190;1993;0 - 4 999;Diesel;8;Manuelle;Non;Excellent;61000
Renault;Kangoo;2011;200 000 - 249 999;Diesel;7;--;Non;Très bon;75000
Volkswagen;Touran;2016;190 000 - 199 999;Diesel;8;Manuelle;Oui;;235000
Hyundai;Accent;2010;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;72000
Citroen;C4;2005;20 000 - 24 999;Diesel;6;Manuelle;Non;Bon;61000
Renault;Clio;2010;140 000 - 149 999;Essence;11;--;;;70000
Peugeot;307;2005;200 000 - 249 999;Diesel;6;Manuelle;Non;Très bon;63000
Mercedes-Benz;220;2017;85 000 - 89 999;Diesel;8;Automatique;Oui;Excellent;530000
Opel;Astra;2013;120 000 - 129 999;Diesel;7;Manuelle;;Excellent;125000
Fiat;Punto;2009;150 000 - 159 999;Essence;7;--;;;60000
Renault;Clio;2013;200 000 - 249 999;Essence;5;Manuelle;Non;Très bon;63000
Dacia;Dokker;2019;60 000 - 64 999;Essence;6;Manuelle;Oui;Excellent;115000
Nissan;X-Trail;2008;100 000 - 109 999;Diesel;9;Manuelle;Oui;Très bon;70000
Mercedes-Benz;Classe S;2009;200 000 - 249 999;Diesel;12;Automatique;Oui;Très bon;130000
Volkswagen;Jetta;2016;80 000 - 84 999;Diesel;6;--;;;185000
Volkswagen;Touareg;2008;300 000 - 349 999;Diesel;10;Automatique;Non;Bon;105000
Peugeot;2008;2008;180 000 - 189 999;Diesel;7;Manuelle;Non;Excellent;60000
Renault;Symbol;2009;190 000 - 199 999;Diesel;6;Manuelle;;;69000
Mercedes-Benz;220;1998;400 000 - 449 999;Diesel;9;Manuelle;Non;Très bon;65000
Volkswagen;GOLF 5;2006;200 000 - 249 999;Diesel;8;Manuelle;Non;Excellent;92500
Volkswagen;GOLF 4;2002;250 000 - 299 999;Diesel;8;Manuelle;Non;Très bon;87000
Hyundai;i 30;2016;110 000 - 119 999;Diesel;6;Manuelle;Oui;Excellent;145000
Peugeot;508;2011;250 000 - 299 999;Diesel;6;Manuelle;Non;Excellent;97000
Citroen;DS4;2019;30 000 - 34 999;Diesel;6;Manuelle;Oui;Excellent;175000
Renault;Scenic;2012;160 000 - 169 999;Diesel;6;Manuelle;;Très bon;115000
Mercedes-Benz;Classe C;2008;200 000 - 249 999;Diesel;12;Automatique;;Très bon;135000
Ford;Fiesta;2011;170 000 - 179 999;Diesel;7;--;;;85000
Mercedes-Benz;Classe C;2009;170 000 - 179 999;Diesel;8;Automatique;Non;Très bon;105000
Mercedes-Benz;220;2010;160 000 - 169 999;Diesel;9;Automatique;Non;Excellent;114000
Dacia;Logan;2012;0 - 4 999;Diesel;6;--;;;71000
Ford;Focus;2005;300 000 - 349 999;Diesel;7;Manuelle;Non;Très bon;73000
Renault;Kangoo;2009;300 000 - 349 999;Diesel;6;Manuelle;Non;Bon;72000
Hyundai;Tucson;2010;200 000 - 249 999;Diesel;8;Manuelle;Oui;Très bon;93000
Peugeot;Tepee;2015;150 000 - 159 999;Diesel;6;Manuelle;Non;Excellent;108000
Peugeot;208;2018;50 000 - 54 999;Diesel;6;Manuelle;;Très bon;123000
Audi;TT;2007;160 000 - 169 999;Essence;11;Automatique;Non;Très bon;129000
Dacia;Logan;2009;10 000 - 14 999;Diesel;6;Manuelle;;Excellent;65000
Peugeot;Partner;2006;250 000 - 299 999;Diesel;7;Manuelle;Non;Très bon;67000
Volkswagen;Caddy;2012;0 - 4 999;Diesel;6;Manuelle;Non;Très bon;148000
Volkswagen;GOLF 4;1999;300 000 - 349 999;Diesel;8;Manuelle;Non;Très bon;69000
Dacia;Logan;2016;110 000 - 119 999;Diesel;6;Manuelle;Non;Excellent;82000
Renault;Kangoo;2008;200 000 - 249 999;Diesel;7;Manuelle;Oui;Excellent;66000
Chevrolet;Captiva;2009;200 000 - 249 999;Diesel;8;Manuelle;Non;Excellent;68000
Dacia;Dokker;2017;90 000 - 94 999;Diesel;6;Manuelle;Non;Très bon;100000
Dacia;Dokker;2013;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;88000
Land Rover;Range Rover Sport;2014;140 000 - 149 999;Diesel;12;Automatique;Non;Excellent;400000
Toyota;Hilux;2013;200 000 - 249 999;Diesel;10;Manuelle;Non;Très bon;165000
Toyota;Corolla;2000;160 000 - 169 999;Essence;7;Manuelle;Oui;Très bon;60000
Land Rover;Range Rover;2018;120 000 - 129 999;Diesel;8;Automatique;Oui;Excellent;475000
Hyundai;Tucson;2005;150 000 - 159 999;Diesel;8;--;;;75000
Dacia;Logan;2009;250 000 - 299 999;Diesel;6;Manuelle;Non;Excellent;64000
Peugeot;Partner;2002;0 - 4 999;Diesel;8;Manuelle;;Très bon;62000
Ford;Focus;2013;0 - 4 999;Diesel;6;Manuelle;;Excellent;122000
Dacia;Dokker;2017;70 000 - 74 999;Diesel;7;Manuelle;Oui;;128000
Volkswagen;GOLF 5;2008;250 000 - 299 999;Diesel;8;Manuelle;Non;Excellent;88000
Skoda;Octavia;2015;140 000 - 149 999;Diesel;6;Manuelle;Non;Excellent;145000
Kia;Sorento;2007;140 000 - 149 999;Diesel;10;Manuelle;Non;Très bon;68000
Citroen;C-Elysée;2019;0 - 4 999;Diesel;6;Manuelle;Non;Très bon;110000
Hyundai;Tucson;2016;160 000 - 169 999;Diesel;7;Manuelle;Oui;Excellent;185000
Jeep;Cherokee;2014;160 000 - 169 999;Diesel;8;Automatique;;Excellent;210000
Mercedes-Benz;Classe E;2011;170 000 - 179 999;Diesel;9;Automatique;Non;Excellent;170000
Dacia;Sandero;2013;10 000 - 14 999;Diesel;6;Manuelle;Oui;Excellent;750000
Renault;Megane;2004;90 000 - 94 999;Diesel;6;Manuelle;;Excellent;60000
Fiat;Doblo;2020;45 000 - 49 999;Diesel;5;Manuelle;Oui;Excellent;118000
Peugeot;3008;2013;170 000 - 179 999;Diesel;6;Manuelle;Non;Excellent;135000
Peugeot;301;2014;10 000 - 14 999;Diesel;6;Manuelle;Non;Très bon;8300000
Ford;Fiesta;2012;75 000 - 79 999;Essence;7;Manuelle;Non;Très bon;75000
Peugeot;307 SW;2007;250 000 - 299 999;Diesel;6;Manuelle;Non;Très bon;68000
Dacia;Duster;2012;90 000 - 94 999;Diesel;6;Manuelle;Non;Excellent;105000
Volkswagen;Touareg;2010;150 000 - 159 999;Diesel;10;Automatique;Non;Très bon;120000
Nissan;Qashqai;2017;60 000 - 64 999;Diesel;6;Manuelle;;Excellent;205000
Mercedes-Benz;220;2006;150 000 - 159 999;Diesel;8;Automatique;Non;Excellent;115000
Dacia;Dokker;2017;120 000 - 129 999;Diesel;6;Manuelle;Oui;Excellent;118000
Hyundai;Accent;2009;180 000 - 189 999;Diesel;6;Manuelle;Non;Très bon;75000
Citroen;C5;2009;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;80000
Ford;Kuga;2012;110 000 - 119 999;Diesel;8;Manuelle;Non;Très bon;152000
Volkswagen;GOLF 4;2000;5 000 - 9 999;Diesel;8;Manuelle;Non;Bon;65000
Volkswagen;Polo;2019;0 - 4 999;Diesel;6;Manuelle;;Excellent;240000
Mercedes-Benz;Classe B;2007;180 000 - 189 999;Diesel;8;Automatique;;Excellent;80000
BMW;M5;2017;100 000 - 109 999;Diesel;8;Automatique;Oui;Très bon;510000
Dacia;Dokker;2017;120 000 - 129 999;Diesel;6;Manuelle;Oui;Excellent;118000
Peugeot;308;2008;150 000 - 159 999;Essence;8;Manuelle;Oui;Très bon;66000
Citroen;Berlingo;2017;70 000 - 74 999;Diesel;6;Manuelle;Oui;Très bon;105000
Fiat;TIPO;2017;95 000 - 99 999;Diesel;6;Manuelle;Oui;Très bon;130000
Ford;Fiesta;2010;190 000 - 199 999;Diesel;6;Manuelle;;Très bon;75000
Renault;Kadjar;2016;130 000 - 139 999;Diesel;6;Manuelle;Oui;Excellent;160000
Suzuki;Swift;2014;95 000 - 99 999;Essence;7;Manuelle;Non;Excellent;70000
Dacia;Duster;2019;60 000 - 64 999;Diesel;6;Manuelle;Oui;Excellent;159000
Renault;Kangoo;2009;200 000 - 249 999;Diesel;6;Manuelle;;Excellent;75000
Volkswagen;Passat;2008;25 000 - 29 999;Diesel;8;Manuelle;Non;Très bon;102000
Dacia;Logan Mcv;2020;30 000 - 34 999;Diesel;6;Manuelle;Oui;Très bon;126000
Dacia;Duster;2012;90 000 - 94 999;Diesel;6;Manuelle;Non;Excellent;105000
BMW;Serie 1;2011;50 000 - 54 999;Diesel;7;--;;;115000
Citroen;Berlingo;2009;140 000 - 149 999;Diesel;7;Manuelle;;;63000
Renault;Koleos;2009;150 000 - 159 999;Diesel;8;Automatique;;Excellent;95000
Mercedes-Benz;Classe A;2006;160 000 - 169 999;Diesel;8;Manuelle;Non;Excellent;62000
Fiat;TIPO;2019;40 000 - 44 999;Diesel;5;Manuelle;Oui;Excellent;116000
Mercedes-Benz;Classe E;2003;350 000 - 399 999;Diesel;9;Automatique;Non;Excellent;110000
Renault;Kangoo;2015;140 000 - 149 999;Diesel;6;Manuelle;Non;Bon;108000
Volkswagen;GOLF 7;2020;55 000 - 59 999;Diesel;8;Automatique;Oui;Très bon;189000
Skoda;Octavia;2010;190 000 - 199 999;Diesel;8;Manuelle;;Très bon;87000
Mercedes-Benz;Classe E;2003;350 000 - 399 999;Diesel;9;Automatique;Non;Très bon;110000
Toyota;RAV 4;2017;140 000 - 149 999;Diesel;9;Manuelle;;;180000
Mercedes-Benz;220;2008;200 000 - 249 999;Diesel;10;Automatique;Non;Très bon;167000
Hyundai;ix 35;2012;200 000 - 249 999;Diesel;8;Automatique;Oui;Très bon;135000
Mercedes-Benz;300;2008;200 000 - 249 999;Diesel;12;Automatique;Non;Très bon;170000
Volkswagen;Golf;1999;200 000 - 249 999;Diesel;8;--;;;69000
Dacia;Logan;2017;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;88000
Nissan;Qashqai;2011;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;125000
Opel;Astra;2012;200 000 - 249 999;Diesel;7;Manuelle;Non;;105000
Peugeot;206+;2013;40 000 - 44 999;Essence;6;Manuelle;;Très bon;67000
Volkswagen;Touran;2005;250 000 - 299 999;Diesel;8;Manuelle;;Excellent;90000
Dacia;Sandero;2018;0 - 4 999;Diesel;6;Manuelle;Oui;Très bon;120000
Opel;Corsa;2011;180 000 - 189 999;Diesel;5;--;;;80000
Peugeot;807;2008;100 000 - 109 999;Diesel;8;Manuelle;Oui;Excellent;100000
Peugeot;307;2007;190 000 - 199 999;Diesel;6;--;;;79000
Dacia;Duster;2015;5 000 - 9 999;Diesel;7;Manuelle;Oui;Excellent;113000
Nissan;Qashqai;2016;150 000 - 159 999;Diesel;6;Manuelle;Non;Excellent;164000
Mercedes-Benz;220;2007;250 000 - 299 999;Diesel;8;Manuelle;;Très bon;68000
Volkswagen;GOLF 4;2003;40 000 - 44 999;Diesel;8;Manuelle;Non;Excellent;902000
Fiat;Doblo;2016;150 000 - 159 999;Diesel;5;--;;;92000
Volkswagen;Touran;2005;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;95000
Volkswagen;GOLF 4;2001;20 000 - 24 999;Diesel;8;--;;;70000
Dacia;Logan;2011;190 000 - 199 999;Diesel;6;Manuelle;Non;Excellent;65000
Dacia;Duster;2011;15 000 - 19 999;Diesel;6;Manuelle;Non;Très bon;98000
Hyundai;Accent;2019;50 000 - 54 999;Diesel;6;Manuelle;;Très bon;132000
Citroen;C3;2019;40 000 - 44 999;Diesel;6;Manuelle;Non;Très bon;107000
Volkswagen;GOLF 4;2003;200 000 - 249 999;Diesel;8;Manuelle;;;85000
Jeep;Grand Cherokee;2016;140 000 - 149 999;Diesel;12;Automatique;Oui;Excellent;200000
Ford;Transit;2011;170 000 - 179 999;Diesel;7;Manuelle;;;95000
Mercedes-Benz;190;1991;400 000 - 449 999;Diesel;8;Manuelle;Non;Très bon;60000
Citroen;Berlingo;2016;50 000 - 54 999;Diesel;6;--;;;134000
Renault;Kangoo;2015;190 000 - 199 999;Diesel;6;Manuelle;;;115000
Ford;Ka;2012;70 000 - 74 999;Essence;5;Manuelle;Oui;Excellent;73000
Audi;RS5;2004;250 000 - 299 999;Diesel;12;Automatique;Non;Très bon;800000
Volkswagen;GOLF 4;2000;350 000 - 399 999;Diesel;8;Manuelle;Oui;Très bon;78000
Renault;Clio;2019;95 000 - 99 999;Diesel;6;Automatique;Non;Correct;135000
Volkswagen;Touareg;2012;200 000 - 249 999;Diesel;12;--;;;135000
Mercedes-Benz;CLASSE ML;2009;200 000 - 249 999;Diesel;12;Automatique;Non;Très bon;110000
Mercedes-Benz;190;1992;50 000 - 54 999;Diesel;8;Manuelle;;Excellent;63000
Ford;Focus;2009;170 000 - 179 999;Diesel;7;Manuelle;Non;;88000
Peugeot;3008;2019;100 000 - 109 999;Diesel;8;--;;;300000
Volkswagen;GOLF 4;2003;250 000 - 299 999;Diesel;8;Manuelle;Non;Excellent;84000
Dacia;Logan;2013;150 000 - 159 999;Diesel;6;Manuelle;Oui;Excellent;69000
Mercedes-Benz;220;2000;25 000 - 29 999;Diesel;9;Automatique;Non;Excellent;85000
Renault;Laguna;2008;160 000 - 169 999;Diesel;6;Manuelle;Non;Très bon;83000
Volkswagen;Polo;2016;75 000 - 79 999;Diesel;6;Manuelle;Non;Excellent;127000
Fiat;Doblo;2021;10 000 - 14 999;Diesel;7;Manuelle;Oui;Excellent;140000
Kia;Soul;2011;170 000 - 179 999;Diesel;6;--;Oui;Excellent;72000
Volkswagen;GOLF 6;2010;15 000 - 19 999;Diesel;6;Manuelle;Non;Excellent;140000
Mercedes-Benz;220;2008;20 000 - 24 999;Diesel;9;Automatique;;;150000
Nissan;Qashqai;2009;170 000 - 179 999;Diesel;8;Manuelle;Oui;Très bon;108000
Citroen;C4 CACTUS;2016;110 000 - 119 999;Diesel;6;Manuelle;Non;Très bon;135000
Peugeot;301;2016;60 000 - 64 999;Diesel;6;Manuelle;;Excellent;98000
Nissan;Qashqai;2015;0 - 4 999;Diesel;6;Manuelle;;Excellent;167000
Volkswagen;Jetta;2014;170 000 - 179 999;Diesel;8;Automatique;Non;Excellent;158000
Dacia;Logan;2011;170 000 - 179 999;Diesel;6;Manuelle;Non;Bon;60000
Citroen;Berlingo;2013;200 000 - 249 999;Diesel;6;Manuelle;;Très bon;103000
Ford;Kuga;2010;200 000 - 249 999;Diesel;8;Manuelle;Non;;120000
Ford;Focus;2011;100 000 - 109 999;Diesel;6;--;;Excellent;88000
Toyota;Land Cruiser;2004;400 000 - 449 999;Diesel;12;Manuelle;Oui;Excellent;115000
Nissan;Qashqai;2011;110 000 - 119 999;Diesel;6;Manuelle;;Très bon;112000
Renault;Kangoo;2011;180 000 - 189 999;Diesel;6;--;;;82000
Alfa Romeo;Giulietta;2011;85 000 - 89 999;Essence;8;Manuelle;Oui;Excellent;90000
Seat;Ibiza;2019;65 000 - 69 999;Essence;6;--;;;140000
Peugeot;Partner;2007;10 000 - 14 999;Diesel;6;Manuelle;Non;Très bon;65000
Volkswagen;Caddy;2018;140 000 - 149 999;Diesel;8;Manuelle;;Très bon;160000
Volkswagen;Gol;2021;0 - 4 999;Essence;6;Manuelle;Oui;Excellent;169000
Toyota;RAV 4;2004;0 - 4 999;Diesel;10;Manuelle;Non;;65000
Opel;Astra;2007;250 000 - 299 999;Diesel;7;Manuelle;Non;Excellent;75000
Volkswagen;Touareg;2014;95 000 - 99 999;Diesel;12;Automatique;Oui;Excellent;210000
Audi;A4;2006;190 000 - 199 999;Essence;11;Automatique;Non;Bon;67000
Audi;A3;2020;35 000 - 39 999;Diesel;8;Automatique;Oui;Excellent;370000
Fiat;Doblo;2012;200 000 - 249 999;Diesel;5;Manuelle;;;70000
Hyundai;i 10;2017;65 000 - 69 999;Essence;5;Manuelle;Non;Très bon;78500
Audi;Q5;2012;190 000 - 199 999;Diesel;8;Automatique;Non;Excellent;250000
Renault;Twingo;2012;130 000 - 139 999;Essence;6;Manuelle;Oui;Bon;63000
Volkswagen;GOLF 5;2006;300 000 - 349 999;Diesel;8;Manuelle;;Excellent;95000
Nissan;Navara;2006;300 000 - 349 999;Diesel;13;Manuelle;;Très bon;85000
Volkswagen;Tiguan;2019;80 000 - 84 999;Diesel;8;Automatique;Oui;Excellent;460000
Peugeot;508;2017;90 000 - 94 999;Diesel;6;Manuelle;Oui;Très bon;150000
Hyundai;i 40;2014;10 000 - 14 999;Diesel;7;Automatique;Oui;Excellent;140000
Mercedes-Benz;250;1995;30 000 - 34 999;Diesel;10;Manuelle;Non;;65000
Dacia;Sandero;2015;80 000 - 84 999;Diesel;6;Manuelle;Oui;;87000
Peugeot;Tepee;2012;170 000 - 179 999;Diesel;6;Manuelle;Oui;Très bon;93000
Volkswagen;Touran;2013;130 000 - 139 999;Diesel;6;Automatique;Non;Excellent;165000
Fiat;TIPO;2018;90 000 - 94 999;Diesel;6;Manuelle;Non;Excellent;125000
